stimulus_path,origin_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Harry Styles - As It Was (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Run Away With Me - Carly Rae Jepsen (Lyrics) 🎵.wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Welshly Arms - Legendary (Lyrics).wav,unfamiliar_pool
"/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Lady Gaga, Bradley Cooper - Shallow (Lyrics) (A Star Is Born Soundtrack).wav",familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Justin Bieber - Sorry (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Eminem - Lose Yourself (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Queen – Bohemian Rhapsody (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/KennyHoopla - ESTELLA Ft Travis Barker (Lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Cool Girl - Tove Lo (Lyrics) 🎵.wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/The Blue Stones ＂Black Holes (Solid Ground)＂ [Official Lyric Video].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Two Door Cinema Club - What You Know (Lyrics) - ＂I can tell just what you want＂.wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Saint Motel - ＂Move＂ Lyrics ｜ Official FIFA17 Soundtrack [HQ].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/EARTHGANG - Meditate (feat. J.I.D.) (lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/The Band CAMINO - Daphne Blue (Official Lyric Video).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/cleopatrick - hometown [lyrics].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Allie X - Catch (Lyric Video).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Britney Spears - Baby One More Time (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/The Killers - Mr Brightside (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Imagine Dragons - Believer (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Royal Blood - Typhoons (Lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Smino - Wild Irish Roses [Lyric Video].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Miley Cyrus - Flowers (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Mark Ronson - Uptown Funk (Lyrics) ft. Bruno Mars.wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/DREAMERS - Sweet Disaster (Official Lyric Video).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/The Weeknd - Blinding Lights (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/OneRepublic - Counting Stars (Lyrics).wav,familiar_pool
"/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Post Malone, Swae Lee - Sunflower (Lyrics).wav",familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Colorado - KOTA The Friend (Lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/MUNA - I Know A Place (Lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Bakar - Hell N Back (Lyrics) ft. Summer Walker.wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Billie Eilish - bad guy (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Robyn - Dancing On My Own (Lyrics) ＂I'm in the corner watching you kiss her＂.wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/DUCKWRTH - MICHUUL..wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Shake It Off - Taylor Swift (Lyrics) 🎵.wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Hozier - Take Me To Church (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/6LACK - PRBLMS [Lyric Video].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Twenty One Pilots - Stressed Out (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Lil Nas X - Old Town Road (Lyrics) ft. Billy Ray Cyrus.wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/IDK - Digital [lyrics].wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/YUNGBLUD - Parents (Lyrics ⧸ Lyric Video).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/BTS - Dynamite (Lyrics).wav,familiar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/Rina Sawayama - XS (Lyrics).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/lk/The Score - Unstoppable (Lyric Video).wav,unfamiliar_pool
/home/robotbci/Documents/Alireza Malekmohammadi/eeg_classification/stimuli/pp/Coldplay - Viva la Vida (Lyrics).wav,familiar_pool
