participant_id,trial_num,stimulus_name,origin_pool,familiarity_rating,liking_rating
daniel_final_run,60,Rina Sawayama - XS (Lyrics).wav,unfamiliar_pool,1,3
daniel_final_run,61,Oliver Tree - Alien Boy [Official Lyric Video].wav,unfamiliar_pool,5,1
daniel_final_run,62,Kenny Mason - Hit (Lyrics).wav,unfamiliar_pool,1,3
daniel_final_run,63,IDK - Digital [lyrics].wav,unfamiliar_pool,1,4
daniel_final_run,64,The Weeknd - Blinding Lights (Lyrics).wav,familiar_pool,5,5
daniel_final_run,65,Miley Cyrus - Flowers (Lyrics).wav,familiar_pool,5,5
daniel_final_run,66,Kim Petras - Close Your Eyes [LYRICS VIDEO].wav,unfamiliar_pool,1,2
daniel_final_run,67,Lewis Capaldi - Someone You Loved (Lyrics).wav,familiar_pool,5,4
daniel_final_run,68,Dua Lipa - Levitating (Lyrics).wav,familiar_pool,5,3
daniel_final_run,69,"Post Malone, Swae Lee - Sunflower (Lyrics).wav",familiar_pool,5,4
daniel_final_run,70,Imagine Dragons - Believer (Lyrics).wav,familiar_pool,5,5
daniel_final_run,71,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,5
daniel_final_run,72,Des Rocs - Let Me Live ⧸ Let Me Die (Lyrics).wav,unfamiliar_pool,1,4
daniel_final_run,73,The Midnight - Days of Thunder (lyrics).wav,unfamiliar_pool,1,4
