participant_id,trial_num,stimulus_name,origin_pool,familiarity_rating,liking_rating
simon_run,35,cleopatrick - hometown [lyrics].wav,unfamiliar_pool,1,2
simon_run,36,Justin Bieber - Sorry (Lyrics).wav,familiar_pool,5,5
simon_run,37,Barns Courtney - Glitter & Gold (Lyrics).wav,unfamiliar_pool,1,1
simon_run,38,"Ariana Grande - thank u, next (Official Lyric Video).wav",familiar_pool,1,1
simon_run,39,Royal Blood - Typhoons (Lyrics).wav,unfamiliar_pool,1,2
simon_run,40,Hozier - Take Me To Church (Lyrics).wav,familiar_pool,5,1
simon_run,41,Eminem - Lose Yourself (Lyrics).wav,familiar_pool,5,5
simon_run,42,1950 ｜｜ King Princess Lyrics.wav,unfamiliar_pool,4,4
simon_run,43,COIN - Crash My Car (Lyric Video).wav,unfamiliar_pool,2,4
simon_run,44,Colorado - KOTA The Friend (Lyrics).wav,unfamiliar_pool,1,2
simon_run,45,The Score - Unstoppable (Lyric Video).wav,unfamiliar_pool,2,2
simon_run,46,EARTHGANG - Meditate (feat. J.I.D.) (lyrics).wav,unfamiliar_pool,1,1
simon_run,47,Welshly Arms - Legendary (Lyrics).wav,unfamiliar_pool,2,1
simon_run,48,BTS - Dynamite (Lyrics).wav,familiar_pool,4,2
simon_run,49,Charli XCX - PARTY 4 U (Lyrics).wav,unfamiliar_pool,2,1
simon_run,50,Ed Sheeran - Shape of You (Lyrics).wav,familiar_pool,5,2
simon_run,51,The Chainsmokers - Closer (Lyrics) ft. Halsey.wav,familiar_pool,5,5
simon_run,52,Two Door Cinema Club - What You Know (Lyrics) - ＂I can tell just what you want＂.wav,unfamiliar_pool,4,5
simon_run,53,Aminé - Reel It In (Lyrics).wav,unfamiliar_pool,1,1
simon_run,54,Kenny Mason - Hit (Lyrics).wav,unfamiliar_pool,1,1
simon_run,55,Britney Spears - Baby One More Time (Lyrics).wav,familiar_pool,5,4
simon_run,56,YUNGBLUD - Parents (Lyrics ⧸ Lyric Video).wav,unfamiliar_pool,1,2
simon_run,57,middle finger lyrics.wav,unfamiliar_pool,2,2
simon_run,58,Coldplay - Viva la Vida (Lyrics).wav,familiar_pool,5,5
simon_run,59,Dua Lipa - Levitating (Lyrics).wav,familiar_pool,5,1
simon_run,60,IDK - Digital [lyrics].wav,unfamiliar_pool,1,1
simon_run,61,Des Rocs - Let Me Live ⧸ Let Me Die (Lyrics).wav,unfamiliar_pool,1,4
simon_run,62,The Midnight - Days of Thunder (lyrics).wav,unfamiliar_pool,1,2
simon_run,63,Doja Cat - Kiss Me More (Lyrics) ft. SZA.wav,familiar_pool,4,1
simon_run,64,Rina Sawayama - XS (Lyrics).wav,unfamiliar_pool,1,2
simon_run,65,Queen – Bohemian Rhapsody (Lyrics).wav,familiar_pool,2,1
simon_run,66,Glass Animals - Heat Waves (Lyrics).wav,familiar_pool,5,5
simon_run,67,Robyn - Dancing On My Own (Lyrics) ＂I'm in the corner watching you kiss her＂.wav,unfamiliar_pool,1,5
simon_run,68,Miley Cyrus - Flowers (Lyrics).wav,familiar_pool,5,1
simon_run,69,DUCKWRTH - MICHUUL..wav,unfamiliar_pool,1,1
simon_run,70,Saint Motel - ＂Move＂ Lyrics ｜ Official FIFA17 Soundtrack [HQ].wav,unfamiliar_pool,1,1
simon_run,71,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,5
simon_run,72,KennyHoopla - ESTELLA Ft Travis Barker (Lyrics).wav,unfamiliar_pool,1,4
simon_run,73,The Band CAMINO - Daphne Blue (Official Lyric Video).wav,unfamiliar_pool,1,4
simon_run,74,JUNGLE - KEEP MOVING (Lyrics).wav,unfamiliar_pool,2,1
simon_run,75,Mark Ronson - Uptown Funk (Lyrics) ft. Bruno Mars.wav,familiar_pool,5,2
simon_run,76,DREAMERS - Sweet Disaster (Official Lyric Video).wav,unfamiliar_pool,1,5
simon_run,77,"Lady Gaga, Bradley Cooper - Shallow (Lyrics) (A Star Is Born Soundtrack).wav",familiar_pool,4,4
